Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2022-06-08,4147.12,4160.14,4107.2,4115.77,1875032906
2022-06-09,4101.65,4119.1,4017.17,4017.82,2040178588
2022-06-10,3974.39,3974.39,3900.16,3900.86,2475868478
2022-06-13,3838.15,3838.15,3734.3,3749.63,3067433318
2022-06-14,3763.52,3778.18,3705.68,3735.48,2639249798
2022-06-15,3764.05,3837.56,3722.3,3789.99,2761970436
2022-06-16,3728.18,3728.18,3639.77,3666.77,3079954729
2022-06-17,3665.9,3707.71,3636.87,3674.84,4667721829
2022-06-21,3715.31,3779.65,3715.31,3764.79,2677535781
2022-06-22,3733.89,3801.79,3717.69,3759.89,2479596731
2022-06-23,3774.71,3802.58,3743.52,3795.73,2511277193
2022-06-24,3821.75,3913.65,3821.75,3911.74,3476679518
2022-06-27,3920.76,3927.72,3889.66,3900.11,2125082913
2022-06-28,3913,3945.86,3820.14,3821.55,2247996957
2022-06-29,3825.09,3836.5,3799.02,3818.83,2113449461
2022-06-30,3785.99,3818.99,3738.67,3785.38,2685491463
2022-07-01,3781,3829.82,3752.1,3825.33,2192501778
2022-07-05,3792.61,3832.19,3742.06,3831.39,2506625598
2022-07-06,3831.98,3870.91,3809.37,3845.08,2201176371
2022-07-07,3858.85,3910.63,3858.85,3902.62,2085966400
2022-07-08,3888.26,3918.5,3869.34,3899.38,1777058171
2022-07-11,3880.94,3880.94,3847.22,3854.43,1824655815
2022-07-12,3851.95,3873.41,3802.36,3818.8,2131307791
2022-07-13,3779.67,3829.44,3759.07,3801.78,2056282440
2022-07-14,3763.99,3796.41,3721.56,3790.38,2178874683
2022-07-15,3818,3863.62,3817.18,3863.16,2327434451
2022-07-18,3883.79,3902.44,3818.63,3830.85,2196942964
2022-07-19,3860.73,3939.81,3860.73,3936.69,2386374889
2022-07-20,3935.32,3974.13,3922.03,3959.9,2346363953
2022-07-21,3955.47,3999.29,3927.64,3998.95,2498555021
2022-07-22,3998.43,4012.44,3938.86,3961.63,2223130836
2022-07-25,3965.72,3975.3,3943.46,3966.84,1945141683
2022-07-26,3953.22,3953.22,3910.74,3921.05,2144610066
2022-07-27,3951.43,4039.56,3951.43,4023.61,2459044831
2022-07-28,4026.13,4078.95,3992.97,4072.43,2549741617
2022-07-29,4087.33,4140.15,4079.22,4130.29,2886406949
2022-08-01,4112.38,4144.95,4096.02,4118.63,2290404134.7576
2022-08-02,4104.21,4140.47,4079.81,4091.19,2265723779
2022-08-03,4107.96,4167.66,4107.96,4155.17,2432226005
2022-08-04,4154.85,4161.29,4135.42,4151.94,2259557509
2022-08-05,4115.87,4151.58,4107.31,4145.19,2024887684
2022-08-08,4155.93,4186.62,4128.97,4140.06,2118308917
2022-08-09,4133.11,4137.3,4112.09,4122.47,2045740859
2022-08-10,4181.02,4211.03,4177.26,4210.24,2239407036
2022-08-11,4227.4,4257.91,4201.41,4207.27,2080941232
2022-08-12,4225.02,4280.47,4219.78,4280.15,1837439508
2022-08-15,4269.37,4301.79,4256.9,4297.14,1775707808
2022-08-16,4290.46,4325.28,4277.77,4305.2,1909934189
2022-08-17,4280.4,4302.18,4253.08,4274.04,1861058607
2022-08-18,4273.13,4292.53,4261.98,4283.74,1747174197
2022-08-19,4266.31,4266.31,4218.7,4228.48,2044278522
2022-08-22,4195.08,4195.08,4129.86,4137.99,1980081528
2022-08-23,4133.09,4159.77,4124.03,4128.73,1788639687
2022-08-24,4126.55,4156.56,4119.97,4140.77,1736786606
2022-08-25,4153.26,4200.54,4147.59,4199.12,1845810168
2022-08-26,4198.74,4203.04,4057.66,4057.66,2112956660
2022-08-29,4034.58,4062.99,4017.42,4030.61,1890889510
2022-08-30,4041.25,4044.98,3965.21,3986.16,2081001229
2022-08-31,4000.67,4015.37,3954.53,3955,2551854859.5204
2022-09-01,3936.73,3970.23,3903.65,3966.85,2303306757.0706
2022-09-02,3994.66,4018.43,3906.21,3924.26,2080325882
2022-09-06,3930.89,3942.55,3886.75,3908.19,2245181905
2022-09-07,3909.43,3987.89,3906.03,3979.87,2207203153
2022-09-08,3959.94,4010.5,3944.81,4006.18,2287421470
2022-09-09,4022.94,4076.81,4022.94,4067.36,2096049232
2022-09-12,4083.67,4119.28,4083.67,4110.41,2144187292
2022-09-13,4037.12,4037.12,3921.28,3932.69,2641640040
2022-09-14,3940.73,3961.94,3912.18,3946.01,2482078227
2022-09-15,3932.41,3959.14,3888.28,3901.35,2510590552
2022-09-16,3880.95,3880.95,3837.08,3873.33,4360545933
2022-09-19,3849.91,3900.45,3838.5,3899.89,2115778064
2022-09-20,3875.23,3876.01,3827.54,3855.93,2334817543
2022-09-21,3871.4,3907.07,3789.49,3789.93,2485994709
2022-09-22,3782.36,3790.9,3749.45,3757.99,2445941297
2022-09-23,3727.14,3727.14,3647.47,3693.23,2807610763
2022-09-26,3682.72,3715.67,3644.76,3655.04,2631140662
2022-09-27,3686.44,3717.53,3623.29,3647.29,2543929467
2022-09-28,3651.94,3736.74,3640.61,3719.04,2634239753
2022-09-29,3687.01,3687.01,3610.4,3640.47,2604839600
2022-09-30,3633.48,3671.44,3584.13,3585.62,3142945550
2022-10-03,3609.78,3698.35,3604.93,3678.43,2734042230
2022-10-04,3726.46,3791.92,3726.46,3790.93,2850684686
2022-10-05,3753.25,3806.91,3722.66,3783.28,2406097925
2022-10-06,3771.97,3797.93,3739.22,3744.52,2451917428
2022-10-07,3706.74,3706.74,3620.73,3639.66,2670998010
2022-10-10,3647.51,3652.17,3588.1,3612.39,2379975370
2022-10-11,3595.86,3640.66,3568.45,3588.84,2730730478
2022-10-12,3590.83,3608.34,3573.86,3577.03,2370590416
2022-10-13,3520.37,3685.41,3491.58,3669.91,3197128807
2022-10-14,3690.41,3712,3579.68,3583.07,2661937030
2022-10-17,3638.65,3689.73,3638.65,3677.95,2577719660
2022-10-18,3746.26,3762.79,3686.53,3719.98,2659756947
2022-10-19,3703.11,3728.58,3666.51,3695.16,2400354825
2022-10-20,3689.05,3736,3656.44,3665.78,2641513546
2022-10-21,3657.1,3757.89,3647.42,3752.75,3007722663
2022-10-24,3762.01,3810.74,3741.65,3797.34,2587423726
2022-10-25,3799.44,3862.85,3799.44,3859.11,2722411722
2022-10-26,3825.97,3886.15,3824.07,3830.6,2946134171
2022-10-27,3834.69,3859.95,3803.79,3807.3,3088618697
2022-10-28,3808.26,3905.42,3808.26,3901.06,2899801373
2022-10-31,3881.85,3893.73,3863.18,3871.98,2800978345
2022-11-01,3901.79,3911.79,3843.8,3856.1,2616622589
2022-11-02,3852.9,3894.44,3758.68,3759.69,3112059344
2022-11-03,3733.25,3750.59,3698.15,3719.89,2853782123
2022-11-04,3766.98,3796.34,3708.84,3770.55,3019479207
2022-11-07,3780.71,3813.95,3764.7,3806.8,2492839587
2022-11-08,3817.02,3859.4,3786.28,3828.11,2585450787
2022-11-09,3810.94,3818.2,3744.22,3748.57,2535204840
2022-11-10,3859.89,3958.33,3859.89,3956.37,3342969435
2022-11-11,3963.72,4001.48,3944.82,3992.93,3015063689
2022-11-14,3977.97,4008.97,3956.4,3957.25,2607905944
2022-11-15,4006.41,4028.84,3953.17,3991.73,2796620692
2022-11-16,3976.82,3983.09,3954.34,3958.79,2405874725
2022-11-17,3919.26,3954.33,3906.54,3946.56,2196018180
2022-11-18,3966.39,3979.89,3935.98,3965.34,2233622593
2022-11-21,3956.23,3962,3933.34,3949.94,2114062649
2022-11-22,3965.51,4005.88,3956.88,4003.58,1997281888
2022-11-23,4000.3,4033.78,3998.66,4027.26,1753489062
2022-11-25,4023.34,4034.02,4020.76,4026.12,901913979
2022-11-28,4005.36,4012.27,3955.77,3963.94,2094426126
2022-11-29,3964.19,3976.77,3937.65,3957.63,1912517741
2022-11-30,3957.18,4080.11,3938.58,4080.11,3721831565
2022-12-01,4087.14,4100.51,4050.87,4076.57,2316143021
2022-12-02,4040.17,4080.48,4026.63,4071.7,2073993715
2022-12-05,4052.02,4052.45,3984.49,3998.84,2283039476
2022-12-06,3996.63,4001.51,3918.39,3941.26,2363290230
2022-12-07,3933.28,3957.57,3922.68,3933.92,2261360347
2022-12-08,3947.79,3974.19,3935.83,3963.51,2156493372
2022-12-09,3954.17,3977.02,3933.04,3934.38,2120259740
2022-12-12,3939.29,3990.71,3935.3,3990.56,2283766184
2022-12-13,4069.38,4100.96,3993.03,4019.65,3099177403
2022-12-14,4015.54,4053.76,3965.65,3995.32,2606576359
2022-12-15,3958.37,3958.37,3879.45,3895.75,2677417769
2022-12-16,3890.91,3890.91,3827.91,3852.36,5019888337
2022-12-19,3853.79,3854.86,3800.04,3817.66,2294959950
2022-12-20,3810.47,3838.24,3795.62,3821.62,2223745612
2022-12-21,3839.49,3889.82,3839.49,3878.44,2145800787
2022-12-22,3853.26,3853.26,3764.49,3822.39,2363139365
2022-12-23,3815.11,3845.8,3797.01,3844.82,1579202603
2022-12-27,3843.34,3846.65,3813.22,3829.25,1753561968
2022-12-28,3829.56,3848.32,3780.78,3783.22,1741218670
2022-12-29,3805.45,3858.19,3805.45,3849.28,1734474936
2022-12-30,3829.06,3839.85,3800.34,3839.5,1704123413
2023-01-03,3853.29,3878.46,3794.33,3824.14,2351704257
2023-01-04,3840.36,3873.16,3815.77,3852.97,2574150675
2023-01-05,3839.74,3839.74,3802.42,3808.1,2254045861
2023-01-06,3823.37,3906.19,3809.56,3895.08,2462500481
2023-01-09,3910.82,3950.57,3890.42,3892.09,2498158582
2023-01-10,3888.57,3919.83,3877.29,3919.25,2140005783
2023-01-11,3932.35,3970.07,3928.54,3969.61,2353913282
2023-01-12,3977.57,3997.76,3937.56,3983.17,2468086405
2023-01-13,3960.6,4003.95,3947.67,3999.09,2305645309
2023-01-17,3999.28,4015.39,3984.57,3990.97,2561165091
2023-01-18,4002.25,4014.16,3926.59,3928.86,2644401366
2023-01-19,3911.84,3922.94,3885.54,3898.85,2550553130
2023-01-20,3909.04,3972.96,3897.86,3972.61,2708753252
2023-01-23,3978.14,4039.31,3971.64,4019.81,2469489503
2023-01-24,4001.74,4023.92,3989.79,4016.95,2103117935
2023-01-25,3982.71,4019.55,3949.06,4016.22,2427959152
2023-01-26,4036.08,4061.57,4013.29,4060.43,2436722285
2023-01-27,4053.72,4094.21,4048.7,4070.56,2573674311
2023-01-30,4049.27,4063.85,4015.55,4017.77,2323118481
2023-01-31,4020.85,4077.16,4020.44,4076.6,2868839133
2023-02-01,4070.07,4148.95,4037.2,4119.21,2963113965
2023-02-02,4158.68,4195.44,4141.88,4179.76,3410570676
2023-02-03,4136.69,4182.36,4123.36,4136.48,2898791369
2023-02-06,4119.57,4124.63,4093.38,4111.08,2285621270
2023-02-07,4105.35,4176.54,4088.39,4164,2622828899
2023-02-08,4153.47,4156.85,4111.67,4117.86,2562865048
2023-02-09,4144.25,4156.23,4069.67,4081.5,2664804958
2023-02-10,4068.92,4094.36,4060.79,4090.46,2311050934
2023-02-13,4096.62,4138.9,4092.67,4137.29,2125294422
2023-02-14,4126.7,4159.77,4095.01,4136.13,2220641124
2023-02-15,4119.5,4148.11,4103.98,4147.6,2124554103
2023-02-16,4114.75,4136.54,4089.49,4090.41,2270678476
2023-02-17,4077.39,4081.51,4047.95,4079.09,2399670093
2023-02-21,4052.35,4052.35,3995.19,3997.34,2364296677
2023-02-22,4001.83,4017.37,3976.9,3991.05,2271027470
2023-02-23,4018.6,4028.3,3969.19,4012.32,2316029436
2023-02-24,3973.24,3978.25,3943.08,3970.04,2185600426
2023-02-27,3992.36,4018.05,3973.55,3982.24,2074394964
2023-02-28,3977.19,3997.5,3968.98,3970.15,2776247907
2023-03-01,3963.34,3971.73,3939.05,3951.39,2234879789
2023-03-02,3938.68,3990.84,3928.16,3981.35,2252768227
2023-03-03,3998.02,4048.29,3995.17,4045.64,2232453315
2023-03-06,4055.15,4078.49,4044.61,4048.42,2189913632
2023-03-07,4048.26,4050,3980.31,3986.37,2279768642
2023-03-08,3987.55,4000.41,3969.76,3992.01,2040746669
2023-03-09,3998.66,4017.81,3908.7,3918.32,2610567322
2023-03-10,3912.77,3934.05,3846.32,3861.59,3224149593
2023-03-13,3835.12,3905.05,3808.86,3855.76,3998505947
2023-03-14,3894.01,3937.29,3873.63,3919.29,3434041869
2023-03-15,3876.74,3894.26,3838.24,3891.93,3692412901
2023-03-16,3878.93,3964.46,3864.11,3960.28,3620888964
2023-03-17,3958.69,3958.91,3901.27,3916.64,5743241303
2023-03-20,3917.47,3956.62,3916.89,3951.57,2958330107
2023-03-21,3975.89,4009.08,3971.19,4002.87,2998269348
2023-03-22,4002.04,4039.49,3936.17,3936.97,2722934161
2023-03-23,3959.21,4007.66,3919.05,3948.72,2821295818
2023-03-24,3939.21,3972.74,3909.16,3970.99,2609179699
2023-03-27,3982.93,4003.83,3970.49,3977.53,2462252346
2023-03-28,3974.13,3979.2,3951.53,3971.27,1993129645
2023-03-29,3999.53,4030.59,3999.53,4027.81,2265665116
2023-03-30,4046.74,4057.85,4032.1,4050.83,2136728201
2023-03-31,4056.18,4110.75,4056.18,4109.31,2525400584
2023-04-03,4102.2,4127.66,4098.79,4124.51,2427596313
2023-04-04,4128.03,4133.13,4086.87,4100.6,2263558030
2023-04-05,4094.5,4099.69,4072.56,4090.38,2329609104
2023-04-06,4081.15,4107.32,4069.84,4105.02,2074707142
2023-04-10,4085.2,4109.5,4072.55,4109.11,1951641661
2023-04-11,4110.29,4124.26,4102.61,4108.94,2000949147
2023-04-12,4121.72,4134.37,4086.94,4091.95,2249009085
2023-04-13,4100.04,4150.26,4099.4,4146.22,2198579364
2023-04-14,4140.11,4163.19,4113.2,4137.64,2089948592
2023-04-17,4137.17,4151.72,4123.18,4151.32,2134208037
2023-04-18,4164.26,4169.48,4140.36,4154.87,2125370001
2023-04-19,4139.33,4162.57,4134.49,4154.52,2167627544
2023-04-20,4130.48,4148.57,4114.57,4129.79,2452866920
2023-04-21,4132.14,4138.02,4113.86,4133.52,2298537544
2023-04-24,4132.07,4142.41,4117.77,4137.04,2122318243
2023-04-25,4126.43,4126.43,4071.38,4071.63,2574200878
2023-04-26,4087.78,4089.67,4049.35,4055.99,2706613848
2023-04-27,4075.29,4138.24,4075.29,4135.35,2719396344
2023-04-28,4129.63,4170.06,4127.18,4169.48,2732583160
2023-05-01,4166.79,4186.92,4164.12,4167.87,2224868817
2023-05-02,4164.1,4164.1,4089.72,4119.58,2648056928
2023-05-03,4122.25,4148.3,4088.86,4090.75,2576228540
2023-05-04,4082.55,4082.61,4048.28,4061.22,2878155272
2023-05-05,4084.73,4147.02,4084.73,4136.25,2466850794
2023-05-08,4136.98,4142.3,4123.81,4138.12,2114263205
2023-05-09,4124.25,4130.35,4116.65,4119.17,2062396327
2023-05-10,4143.74,4154.28,4098.92,4137.64,2341053558
2023-05-11,4132.24,4132.8,4109.29,4130.62,2245650154
2023-05-12,4138.54,4143.74,4099.12,4124.08,2076453332
2023-05-15,4126.65,4141.25,4110.27,4136.28,2051963971
2023-05-16,4127.95,4135.54,4109.86,4109.9,2204940543
2023-05-17,4122.85,4164.67,4113.62,4158.77,2448302781
2023-05-18,4157.68,4202.2,4153.5,4198.05,2416803411
2023-05-19,4204.15,4212.91,4180.2,4191.98,2350593331
2023-05-22,4190.78,4209.22,4179.68,4192.63,2222520734
2023-05-23,4176.8,4185.68,4142.54,4145.58,2437496305
2023-05-24,4132.96,4132.96,4103.98,4115.24,2295840859
2023-05-25,4155.71,4165.74,4129.73,4151.28,2827444614
2023-05-26,4156.16,4212.87,4156.16,4205.45,2591254017
2023-05-30,4226.71,4231.1,4192.18,4205.52,2568042721
2023-05-31,4190.74,4195.44,4166.15,4179.83,4396247534
2023-06-01,4183.03,4232.43,4171.64,4221.02,2593535081
2023-06-02,4241.01,4290.67,4241.01,4282.37,2727572445
2023-06-05,4282.99,4299.28,4266.82,4273.79,2188378526
2023-06-06,4271.34,4288.33,4263.09,4283.85,2246423347
2023-06-07,4285.47,4299.19,4263.96,4267.52,2720308985
2023-06-08,4268.69,4298.01,4261.07,4293.93,2225615199
2023-06-09,4304.88,4322.62,4291.7,4298.86,2136702819
2023-06-12,4308.32,4340.13,4304.37,4338.93,2453364699
2023-06-13,4352.61,4375.37,4349.31,4369.01,2543848564
2023-06-14,4366.29,4391.82,4337.85,4372.59,2632647795
2023-06-15,4365.33,4439.2,4362.6,4425.84,2574876443
2023-06-16,4440.95,4448.47,4407.44,4409.59,4185054291
2023-06-20,4396.11,4400.15,4367.19,4388.71,2438264940
2023-06-21,4380.01,4386.22,4360.14,4365.69,2342110707
2023-06-22,4355.4,4382.25,4351.82,4381.89,2101340593
2023-06-23,4354.17,4366.55,4341.34,4348.33,3062977301
2023-06-26,4344.84,4362.06,4328.08,4328.82,2249250625
2023-06-27,4337.36,4384.42,4335,4378.41,2289549269
2023-06-28,4367.48,4390.35,4360.22,4376.86,2283456075
2023-06-29,4374.94,4398.39,4371.97,4396.44,2158939109
2023-06-30,4422.44,4458.48,4422.44,4450.38,2491966612
2023-07-03,4450.48,4456.46,4442.29,4455.59,1236150700
2023-07-05,4442.04,4454.06,4436.61,4446.82,2115015525
2023-07-06,4422.62,4422.62,4385.05,4411.59,2224381526
2023-07-07,4404.54,4440.39,4397.4,4398.95,2111125773
2023-07-10,4394.23,4412.6,4389.92,4409.53,2168941075
2023-07-11,4415.55,4443.64,4408.46,4439.26,2129927844
2023-07-12,4467.69,4488.34,4463.23,4472.16,2330249912
2023-07-13,4491.5,4517.38,4489.36,4510.04,2254150794
2023-07-14,4514.61,4527.76,4499.56,4505.42,2379047405
2023-07-17,4508.86,4532.85,4504.9,4522.79,2359710601
2023-07-18,4521.78,4562.3,4514.59,4554.98,2538849602
2023-07-19,4563.87,4578.43,4557.48,4565.72,2597461645
2023-07-20,4554.38,4564.74,4527.56,4534.87,2595426819
2023-07-21,4550.16,4555,4535.79,4536.34,3277670172
2023-07-24,4543.39,4563.41,4541.29,4554.64,2156130111
2023-07-25,4555.19,4580.62,4552.42,4567.46,2305628861
2023-07-26,4558.96,4582.47,4547.58,4566.75,2320509101
2023-07-27,4598.26,4607.07,4528.56,4537.41,2680598316
2023-07-28,4565.75,4590.16,4564.01,4582.23,2363048132
2023-07-31,4584.82,4594.22,4573.14,4588.96,2415231060
2023-08-01,4578.83,4584.62,4567.53,4576.73,2179828757
2023-08-02,4550.93,4550.93,4505.75,4513.39,2467424038
2023-08-03,4494.27,4519.49,4485.54,4501.89,2363725888
2023-08-04,4513.96,4540.34,4474.55,4478.03,2411632698
2023-08-07,4491.58,4519.84,4491.15,4518.44,2051647102
2023-08-08,4498.03,4503.31,4464.39,4499.38,2169756994
2023-08-09,4501.57,4502.44,4461.33,4467.71,2058789858
2023-08-10,4487.16,4527.37,4457.92,4468.83,2116254445
2023-08-11,4450.69,4476.23,4443.98,4464.05,1849920370
2023-08-14,4458.13,4490.33,4453.44,4489.72,1957703753
2023-08-15,4478.87,4478.87,4432.19,4437.86,1976890010
2023-08-16,4433.79,4449.95,4403.55,4404.33,2007563221
2023-08-17,4416.32,4421.17,4364.83,4370.36,2222818962
2023-08-18,4344.88,4381.82,4335.31,4369.71,2159681725
2023-08-21,4380.28,4407.55,4360.3,4399.77,2058836126
2023-08-22,4415.33,4418.59,4382.77,4387.55,1904585562
2023-08-23,4396.44,4443.18,4396.44,4436.01,2021761268
2023-08-24,4455.16,4458.3,4375.55,4376.31,2082566773
2023-08-25,4389.38,4418.46,4356.29,4405.71,1892067072
2023-08-28,4426.03,4439.56,4414.98,4433.31,1631738412
2023-08-29,4432.75,4500.14,4431.68,4497.63,1884706898
2023-08-30,4500.34,4521.65,4493.59,4514.87,1788662114
2023-08-31,4517.01,4532.26,4507.39,4507.66,2319094206
2023-09-01,4530.6,4541.25,4501.35,4515.77,1927089047
2023-09-05,4510.06,4514.29,4496.01,4496.83,2126482524
2023-09-06,4490.35,4490.35,4442.38,4465.48,2134658586
2023-09-07,4434.55,4457.81,4430.46,4451.14,2443175221
2023-09-08,4451.3,4473.53,4448.38,4457.49,2079878833
2023-09-11,4480.98,4490.77,4467.89,4487.46,2165432407
2023-09-12,4473.27,4487.11,4456.83,4461.9,2188365100
2023-09-13,4462.65,4479.39,4453.52,4467.44,2265557149
2023-09-14,4487.78,4511.99,4478.69,4505.1,2273685163
2023-09-15,4497.98,4497.98,4447.21,4450.32,4239330106
2023-09-18,4445.13,4466.36,4442.11,4453.53,1925329039
2023-09-19,4445.41,4449.85,4416.61,4443.95,2013002833
2023-09-20,4452.81,4461.03,4401.38,4402.2,1981250299
2023-09-21,4374.36,4375.7,4329.17,4330,2292425252
2023-09-22,4341.74,4357.4,4316.49,4320.06,2131667228
2023-09-25,4310.62,4338.51,4302.7,4337.44,1860152658
2023-09-26,4312.88,4313.01,4265.98,4273.53,2130315512
2023-09-27,4282.63,4292.07,4238.63,4274.51,2299352689
2023-09-28,4269.65,4317.27,4264.38,4299.7,2240204319
2023-09-29,4328.18,4333.15,4274.86,4288.05,2406132169
2023-10-02,4284.52,4300.58,4260.21,4288.39,2374624170
2023-10-03,4269.75,4281.15,4216.45,4229.45,2421468261
2023-10-04,4233.83,4268.5,4220.48,4263.75,2324498903
2023-10-05,4259.31,4267.13,4225.91,4258.19,2214792439
2023-10-06,4234.79,4324.1,4219.55,4308.5,2489880710
2023-10-09,4289.02,4341.73,4283.79,4335.66,1988768924
2023-10-10,4339.75,4385.46,4339.64,4358.24,2166155537
2023-10-11,4366.59,4378.64,4345.34,4376.95,2123886315
2023-10-12,4380.94,4385.85,4325.43,4349.61,2346632881
2023-10-13,4360.49,4377.1,4311.97,4327.78,2302984817
2023-10-16,4342.37,4383.33,4342.37,4373.63,2131763895
2023-10-17,4345.23,4393.57,4337.54,4373.2,2356409078
2023-10-18,4357.35,4364.2,4303.84,4314.6,2398222110
2023-10-19,4321.36,4339.54,4269.69,4278,2651568444
2023-10-20,4273.85,4276.56,4223.03,4224.16,2734214474
2023-10-23,4210.4,4255.84,4189.22,4217.04,2453362856
2023-10-24,4235.79,4259.38,4219.43,4247.68,2494717609
2023-10-25,4232.42,4232.42,4181.42,4186.77,2679078988
2023-10-26,4175.99,4183.6,4127.9,4137.23,3005920212
2023-10-27,4152.93,4156.7,4103.78,4117.37,2806304532
2023-10-30,4139.39,4177.47,4132.94,4166.82,2612198547
2023-10-31,4171.33,4195.55,4153.12,4193.8,2707294939
2023-11-01,4201.27,4245.64,4197.74,4237.86,2816162441
2023-11-02,4268.26,4319.72,4268.26,4317.78,2832866448
2023-11-03,4334.23,4373.62,4334.23,4358.34,2684012374
2023-11-06,4364.27,4372.21,4347.53,4365.98,2179931864
2023-11-07,4366.21,4386.26,4355.41,4378.38,2281729918
2023-11-08,4384.37,4391.2,4359.76,4382.78,2290395761
2023-11-09,4391.41,4393.4,4343.94,4347.35,2359322477
2023-11-10,4364.15,4418.03,4353.34,4415.24,2250329104
2023-11-13,4406.66,4421.76,4393.82,4411.55,1990746804
2023-11-14,4458.97,4508.67,4458.97,4495.7,2683327879
2023-11-15,4505.3,4521.17,4495.31,4502.88,2571112283
2023-11-16,4497.08,4511.99,4487.83,4508.24,2502760821
2023-11-17,4509.55,4520.12,4499.66,4514.02,2272264722
2023-11-20,4511.7,4557.11,4510.36,4547.38,2181326784
2023-11-21,4538.77,4542.14,4525.51,4538.19,2063417712
2023-11-22,4553.04,4568.43,4545.05,4556.62,1886708097
2023-11-24,4555.84,4560.31,4552.8,4559.34,891720277
2023-11-27,4554.86,4560.52,4546.32,4550.43,2024029146
2023-11-28,4545.55,4568.14,4540.51,4554.89,2097781469
2023-11-29,4571.84,4587.64,4547.15,4550.58,2434604114
2023-11-30,4554.87,4569.89,4537.24,4567.8,3550309990
2023-12-01,4559.43,4599.39,4554.71,4594.63,2544483462
2023-12-04,4564.37,4572.37,4546.72,4569.78,2490316718
2023-12-05,4557.25,4578.56,4551.68,4567.18,2338779937
2023-12-06,4586.23,4590.74,4546.5,4549.34,2403741486
2023-12-07,4568.84,4590.92,4565.22,4585.59,2469802159
2023-12-08,4576.2,4609.23,4574.06,4604.37,2333925302
2023-12-11,4593.39,4623.71,4593.39,4622.44,2434162631
2023-12-12,4618.3,4643.93,4608.09,4643.7,2365341118
2023-12-13,4646.2,4709.69,4643.23,4707.09,3014960633
2023-12-14,4721.04,4738.57,4694.34,4719.55,3872955047
2023-12-15,4714.23,4725.53,4704.69,4719.19,5311921335
2023-12-18,4725.58,4749.52,4725.58,4740.56,2434634036
2023-12-19,4743.72,4768.69,4743.72,4768.37,2325208666
2023-12-20,4764.73,4778.01,4697.82,4698.35,2485662722
2023-12-21,4724.29,4748.71,4708.35,4746.75,2154794168
2023-12-22,4753.92,4772.94,4736.77,4754.63,1743793044
2023-12-26,4758.86,4784.72,4758.45,4774.75,1447990937
2023-12-27,4773.45,4785.39,4768.9,4781.58,1611192991
2023-12-28,4786.44,4793.3,4780.98,4783.35,1482518840
2023-12-29,4782.88,4788.43,4751.99,4769.83,1742503214
2024-01-02,4745.2,4754.33,4722.67,4742.83,2438700029
2024-01-03,4725.07,4729.29,4699.71,4704.81,2459537218
2024-01-04,4697.42,4726.78,4687.53,4688.68,2371772728
2024-01-05,4690.57,4721.49,4682.11,4697.24,2211672077
2024-01-08,4703.7,4764.54,4699.82,4763.54,2311628659
2024-01-09,4741.93,4765.47,4730.35,4756.5,2241198577
2024-01-10,4759.94,4790.8,4756.2,4783.45,2165979629
2024-01-11,4792.13,4798.5,4739.58,4780.24,2320989197
2024-01-12,4791.18,4802.4,4768.98,4783.83,2251917810
2024-01-16,4772.35,4782.34,4747.12,4765.98,2601533887
2024-01-17,4739.13,4744.23,4714.82,4739.21,2323282256
2024-01-18,4760.1,4785.79,4740.57,4780.94,2595424433
2024-01-19,4796.28,4842.07,4785.87,4839.81,2778139489
2024-01-22,4853.42,4868.41,4844.05,4850.43,2674489114
2024-01-23,4856.8,4866.48,4844.37,4864.6,2409552852
2024-01-24,4888.56,4903.68,4865.94,4868.55,2709582602
2024-01-25,4886.66,4898.15,4869.34,4894.16,2925824199
2024-01-26,4888.91,4906.69,4881.47,4890.97,2391994169
2024-01-29,4892.95,4929.31,4887.4,4927.93,2318280410
2024-01-30,4925.89,4931.09,4916.27,4924.97,2599908804
2024-01-31,4899.19,4906.75,4845.15,4845.65,3304847212
2024-02-01,4861.11,4906.97,4853.52,4906.19,2850372778
2024-02-02,4916.06,4975.29,4907.99,4958.61,2805437389
2024-02-05,4957.19,4957.19,4918.09,4942.81,2594978093
2024-02-06,4950.16,4957.77,4934.88,4954.23,2488633314
2024-02-07,4973.05,4999.89,4969.05,4995.06,2600464337
2024-02-08,4995.16,5000.4,4987.09,4997.91,2439217345
2024-02-09,5004.17,5030.06,5000.34,5026.61,2314039033
2024-02-12,5026.83,5048.39,5016.83,5021.84,2243585026
2024-02-13,4967.94,4971.3,4920.31,4953.17,2596243811
2024-02-14,4976.44,5002.52,4956.45,5000.62,2324738755
2024-02-15,5003.14,5032.72,4999.44,5029.73,2448592265
2024-02-16,5031.13,5038.7,4999.52,5005.57,2321398576
2024-02-20,4989.32,4993.71,4955.02,4975.51,2479202447
2024-02-21,4963.03,4983.21,4946,4981.8,2285353273
2024-02-22,5038.83,5094.39,5038.83,5087.03,2587708301
2024-02-23,5100.92,5111.06,5081.46,5088.8,2261782711
2024-02-26,5093,5097.66,5068.91,5069.53,2259650376
2024-02-27,5074.6,5080.69,5057.29,5078.18,2154332795
2024-02-28,5067.2,5077.37,5058.35,5069.76,2091422108
2024-02-29,5085.36,5104.99,5061.89,5096.27,3317173868
2024-03-01,5098.51,5140.33,5094.16,5137.08,2477695327
2024-03-04,5130.99,5149.67,5127.18,5130.95,2818607654
2024-03-05,5110.52,5114.54,5056.82,5078.65,2679706658
